8.724800000000000333e-01,1.366800000000000015e+00,1.000000000000000000e+00,-5.549999999999999904e+100
1.000000000000000000e+00,1.418800000000000061e+00,1.000000000000000000e+00,-1.010000000000000018e+104
1.000000000000000000e+00,1.253300000000000081e+00,7.695100000000000273e-01,-2.129999999999999994e+98
9.777299999999999880e-01,1.257700000000000040e+00,1.000000000000000000e+00,-3.550000000000000260e+100
9.253200000000000314e-01,1.567800000000000082e+00,9.972299999999999498e-01,-1.129999999999999999e+106
8.521999999999999575e-01,1.656800000000000050e+00,9.998299999999999965e-01,-4.169999999999999801e+104
9.737099999999999644e-01,1.779199999999999893e+00,7.641200000000000214e-01,-1.109999999999999903e+106
5.509100000000000108e-01,1.913200000000000012e+00,1.000000000000000000e+00,-3.449999999999999927e+103
9.905100000000000016e-01,1.091099999999999959e+00,8.309800000000000519e-01,-2.619999999999999920e+96
8.423300000000000232e-01,1.406600000000000072e+00,1.000000000000000000e+00,-8.299999999999999996e+100
9.996699999999999475e-01,1.464499999999999913e+00,7.215700000000000447e-01,-2.580000000000000115e+101
1.000000000000000000e+00,1.041199999999999903e+00,1.000000000000000000e+00,-1.219999999999999968e+97
8.725199999999999623e-01,1.495000000000000107e+00,1.000000000000000000e+00,-9.320000000000000607e+102
9.278399999999999981e-01,1.555500000000000105e+00,9.725899999999999546e-01,-7.660000000000000428e+104
1.000000000000000000e+00,1.385299999999999976e+00,9.233799999999999786e-01,-2.059999999999999990e+102
1.000000000000000000e+00,1.041199999999999903e+00,1.000000000000000000e+00,-1.219999999999999968e+97
1.000000000000000000e+00,1.237400000000000055e+00,1.000000000000000000e+00,-3.519999999999999652e+100
1.000000000000000000e+00,1.315600000000000103e+00,9.319699999999999651e-01,-1.420000000000000104e+101
9.767500000000000071e-01,1.446099999999999941e+00,9.986300000000000177e-01,-1.020000000000000034e+104
7.518299999999999983e-01,1.485700000000000021e+00,1.000000000000000000e+00,-5.230000000000000147e+100
1.000000000000000000e+00,1.616600000000000037e+00,1.000000000000000000e+00,-9.010000000000000439e+107
1.000000000000000000e+00,1.071600000000000108e+00,9.944300000000000361e-01,-3.509999999999999951e+97
1.000000000000000000e+00,1.197000000000000064e+00,9.740499999999999714e-01,-3.209999999999999936e+99
1.000000000000000000e+00,1.339299999999999935e+00,8.659299999999999775e-01,-5.989999999999999763e+100
1.000000000000000000e+00,1.123599999999999932e+00,1.000000000000000000e+00,-3.139999999999999723e+98
1.000000000000000000e+00,1.450499999999999901e+00,1.000000000000000000e+00,-4.239999999999999753e+104
8.695300000000000251e-01,1.719899999999999984e+00,9.998200000000000420e-01,-1.629999999999999943e+106
9.984399999999999942e-01,1.158300000000000107e+00,9.464299999999999935e-01,-3.320000000000000047e+98
1.000000000000000000e+00,1.326300000000000034e+00,1.000000000000000000e+00,-1.639999999999999987e+102
9.728200000000000180e-01,1.384100000000000108e+00,1.000000000000000000e+00,-6.469999999999999646e+102
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
